127.0.0.1 - - [12/May/2022:22:43:59 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/May/2022:23:44:14 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:44:15 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:45:35 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 27697
0:0:0:0:0:0:0:1 - - [12/May/2022:23:45:37 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:45:38 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:46:27 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 27697
0:0:0:0:0:0:0:1 - - [12/May/2022:23:49:17 +0700] "GET /LdStore/admin/chi-tiet-san-pham/261 HTTP/1.1" 200 16597
0:0:0:0:0:0:0:1 - - [12/May/2022:23:49:20 +0700] "GET /LdStore/admin/them-san-pham HTTP/1.1" 200 16685
0:0:0:0:0:0:0:1 - - [12/May/2022:23:50:26 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:50:27 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 27697
0:0:0:0:0:0:0:1 - - [12/May/2022:23:50:34 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:50:35 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 27697
0:0:0:0:0:0:0:1 - - [12/May/2022:23:50:40 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:51:56 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6218
0:0:0:0:0:0:0:1 - - [12/May/2022:23:51:57 +0700] "GET /LdStore/admin/thong-tin-tai-khoan HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:23:51:58 +0700] "GET /favicon.ico HTTP/1.1" 404 684
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:19 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 2134
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:20 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:21 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:25 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:26 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22665
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:29 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:29 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:36 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:36 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3890
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:43 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:44 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6218
0:0:0:0:0:0:0:1 - - [12/May/2022:23:54:46 +0700] "GET /LdStore/admin/thong-tin-tai-khoan HTTP/1.1" 500 785
0:0:0:0:0:0:0:1 - - [12/May/2022:23:56:54 +0700] "GET /LdStore/admin/thong-tin-tai-khoan HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:23:56:56 +0700] "GET /LdStore/admin/thong-tin-tai-khoan HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:00 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 2134
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:01 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:01 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:06 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:07 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22665
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:09 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:09 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:21 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:22 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6208
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:23 +0700] "GET /LdStore/admin/tai-khoan HTTP/1.1" 500 785
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:43 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 2134
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:44 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:44 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:50 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:51 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:54 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 27697
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:56 +0700] "GET /LdStore/admin/quan-ly-san-pham/?s=&page=2 HTTP/1.1" 200 27808
0:0:0:0:0:0:0:1 - - [12/May/2022:23:57:58 +0700] "GET /LdStore/admin/quan-ly-san-pham/?s=&page=1 HTTP/1.1" 200 27697
0:0:0:0:0:0:0:1 - - [12/May/2022:23:58:00 +0700] "GET /LdStore/admin/chi-tiet-san-pham/261 HTTP/1.1" 200 16597
0:0:0:0:0:0:0:1 - - [12/May/2022:23:58:13 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 5926
0:0:0:0:0:0:0:1 - - [12/May/2022:23:59:23 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6031
